Region,Estimated_fire_area,Temperature_Mean,WindSpeed_Mean
NSW,76.428,21.3949542912321,2.745210831833932
NSW,68.112,22.51048955402477,2.910831718026549
NSW,83.0627451,24.08404782888159,2.423889946399223
NSW,20.12769231,25.69208049787278,2.49283780560975
NSW,5.0525,26.45433918255089,2.950353015838004
NSW,90.19705882,26.67914811830961,3.096942286331358
NSW,56.286,25.95788960629764,3.161562783224895
NSW,95.84714286,20.06086252027339,3.796229161276926
NSW,23.80714286,17.99159992196024,3.93757088085228
NSW,41.055,18.48666018981044,3.724876007560733
NSW,2.99,19.52717174814025,3.01135915205282
NSW,21.63333333,20.14667525770885,2.965702904379953
NSW,61.22470588,19.73119680250368,3.299344506817531
NSW,36.838125,18.61188501130708,4.545597998191166
NSW,137.4285714,18.76827004318982,3.729638123215463
NSW,52.624,18.17295710945915,3.422115277713788
NSW,18.76,16.74639377169638,4.13464336239621
NSW,6.05,16.89472006030014,2.676424902813494
NSW,3.105,20.14299410945124,3.26853583048377
NSW,23.84,20.80503354811377,3.50142784382006
NSW,87.76125,18.77096525507145,3.82777829960236
NSW,30.59777778,19.33515150135502,3.426691182073764
NSW,225.0862069,20.88678948137071,2.872495592840465
NSW,47.17026316,23.84660435450236,4.063603549414244
NSW,34.97142857,21.67127283328865,5.140810168455083
NSW,12.0375,18.85163059477076,4.832724836152626
NSW,53.361,20.27963163884276,3.319155946584091
NSW,75.81,21.59733820822092,2.777225674761779
NSW,33.43483871,22.28140865857069,3.560629764318353
NSW,17.13857143,23.40775197890651,3.330170722276277
NSW,21.516875,24.25300070279189,3.572628322149854
NSW,21.78,23.4158735114167,2.740075045594894
NSW,52.9875,22.22176560844326,2.760838541381896
NSW,128.424359,21.65832137167056,2.993648478802832
NSW,211.0191045,22.1709810866615,2.705453030333159
NSW,32.96304348,19.45509296785,3.079882032957455
NSW,12.79333333,18.49111024787895,2.512554247060678
NSW,5.304,19.6280187746626,2.36037194204353
NSW,5.265,21.13731835515446,3.020522692230623
NSW,44.73823529,19.60418297515216,2.797657207083161
NSW,131.6594828,17.78766550651049,3.452167450402504
NSW,85.90930233,17.11348062352721,3.401958622209569
NSW,83.53254237,18.36552780890662,2.913077973471516
NSW,94.99777778,19.06972344200128,2.337429678942732
NSW,16.73466667,19.3395494214239,2.085032783944924
NSW,8.84,20.10496262991957,1.979577945962709
NSW,11.021,19.80605887268257,2.018350949527514
NSW,106.7393939,19.63908565745504,2.232869869343787
NSW,117.0734783,19.89134367975408,2.351555747864469
NSW,181.2103704,20.55151351465853,2.780598234139683
NSW,22.78,17.41134483613067,2.930346761245822
NSW,27.57521739,15.00494848626319,2.785652594805066
NSW,62.32745763,14.75582713549987,2.639885134938369
NSW,73.8,16.3175350858277,2.336004058464461
NSW,51.61578947,16.88945185256049,2.522356375709361
NSW,40.88888889,17.2178612523452,2.265079080516536
NSW,33.30526316,16.5869628050485,3.113680005559897
NSW,28.98947368,16.81531754613165,3.305276954356005
NSW,13.0,16.50175566712628,2.508134698780574
NSW,30.02086957,17.08333170465387,1.99904606934648
NSW,132.7022857,16.82327953038216,2.136881501199438
NSW,55.10416667,14.64019032546684,2.597640102962402
NSW,119.9763158,14.02821739635598,3.15633812206445
NSW,30.65333333,13.96115098937441,2.829483433898941
NSW,28.56235294,14.08738563901642,2.270431855491089
NSW,43.608,13.92501582786094,2.585986547566516
NSW,22.4,13.9347422788415,3.165310311908671
NSW,77.81,13.41655177933335,2.719843670559997
NSW,45.24571429,12.16832796256116,2.627842366210322
NSW,61.80625,11.22576558844258,2.291506710859646
NSW,46.91742857,11.80962099299653,1.892477615924171
NSW,69.156,13.04936763563132,2.22432598966977
NSW,19.70818182,13.36090026072124,1.904465970816459
NSW,60.635,15.34670341158711,2.109451421745657
NSW,32.67,15.15713886817792,2.892549271420481
NSW,37.496875,13.00776913179189,3.93828793551449
NSW,179.2108108,9.72083574203372,2.975992861347105
NSW,17.70352941,10.91268788033349,3.265895778078542
NSW,57.29,9.452814595551846,3.695920821598742
NSW,35.5668,9.218773145678592,2.818827907600168
NSW,64.02564103,10.24228136200636,2.521576459920917
NSW,32.1,10.19128671576482,2.984423863994744
NSW,56.52738095,8.944406730652334,2.170316711288564
NSW,49.5,9.943578747047868,1.796468101486011
NSW,61.32793103,10.98813395790619,1.762463815629304
NSW,16.416,12.93704197447521,1.842380816704604
NSW,12.77777778,13.40513777061652,2.090665262764695
NSW,107.1466667,14.72142988848388,2.434933090842075
NSW,91.04923077,14.85523306770554,2.61808149705526
NSW,22.80625,15.60697883557807,2.621866112525438
NSW,16.975,15.81604778312964,2.927354032232884
NSW,1.0,12.6700271582491,2.704682999506497
NSW,8.613333333,11.07548130462914,3.313247152892417
NSW,2.75,9.777322052249838,3.648474662027129
NSW,4.646666667,9.583904477376649,3.294675026252748
NSW,5.616,8.776977720564384,2.686880795196494
NSW,5.27,10.31538311714393,4.172774710835015
NSW,2.86,9.585325948197204,5.296806286547961
NSW,2.1,9.781826067206955,2.857319692322261
NSW,9.6,11.00439223736006,3.006521949212619
NSW,14.4,11.15797710661464,2.809863157165828
NSW,18.83294118,12.1861910301047,4.121387698488372
NSW,13.0,12.16166104688762,2.740031133418751
NSW,3.1,12.92068858259937,2.411177700961529
NSW,2.31,12.7295899595609,2.355164744049524
NSW,2.8,8.448272335992018,5.567929091370263
NSW,4.18,9.276319391966847,2.374545590163376
NSW,1.0,9.156649982639806,4.268116916537137
NSW,7.168,6.715842675291269,3.026790574624703
NSW,7.245,6.972983948679378,2.914694801353011
NSW,13.89375,8.177954479342826,3.101368875141831
NSW,4.0,9.741773578022723,2.712634338825873
NSW,3.48,9.80645475323081,2.313109980947257
NSW,3.84,11.48335660888727,2.409357407050345
NSW,8.96,12.43193524361707,3.23636835516524
NSW,13.12,12.46015215986302,3.485877813811785
NSW,2.94,12.46658033189372,3.773777836265942
NSW,3.335,10.99106641197611,2.003893873317577
NSW,6.075,10.45512040973446,2.342171779772047
NSW,2.64,11.00524391923042,2.421409061845554
NSW,6.405,11.59439723069435,2.184995188694963
NSW,12.875,11.74598076314009,2.366907659041729
NSW,16.92,11.79005169902499,2.286898723761785
NSW,11.70545455,13.89146626154046,2.79608154186246
NSW,8.91,14.9959704976178,4.856272054923262
NSW,1.1,7.478909339645875,2.033213573048063
NSW,11.48875,9.752909632900057,2.27784343315994
NSW,3.6,10.87323139169298,4.453409919499872
NSW,43.775,7.117767931799913,3.905157842831899
NSW,12.65,7.167857032099469,2.959011236842212
NSW,3.946666667,6.3360303620036,2.855179284991627
NSW,14.012,7.537253939964991,2.379358283299382
NSW,6.63,11.35810017738408,4.515566412270736
NSW,5.508,9.47107609746349,3.656799079938147
NSW,4.783333333,9.243564839929814,2.580789742195604
NSW,19.15764706,12.15589241472188,3.01937028210147
NSW,27.55125,15.26870055580069,3.83548521938847
NSW,19.12533333,13.52123407185141,4.58596253748612
NSW,3.08,10.46632472263658,3.57971975958345
NSW,8.85,11.08319675012671,3.654028842701838
NSW,13.82727273,9.32822291370507,3.288459026621172
NSW,18.59,8.296529671504842,2.864422444932937
NSW,22.09947368,9.632379056011336,2.314981987225869
NSW,9.1,11.40810077117801,2.140601371508901
NSW,19.52444444,12.31722747206615,2.948664429318355
NSW,8.25,12.54939975376823,3.273477210264647
NSW,16.416,14.01050309826031,3.524316569522427
NSW,21.935,16.53293245451999,5.508030862966543
NSW,3.45,17.88315818465864,7.499298215678261
NSW,13.82727273,11.68347802734308,3.652064952409159
NSW,16.52,12.12644608073152,2.527372177721563
NSW,7.466666667,12.54564916409321,2.75794986564498
NSW,1.21,11.25834349041137,2.718772978192005
NSW,2.2,10.67303801325727,2.748561284653307
NSW,6.525,12.57189493633527,2.67201932265749
NSW,17.135,15.21095479743298,2.981863121778738
NSW,9.086,18.8694323158416,3.903429558885652
NSW,21.66315789,19.39309840224639,4.816294987207256
NSW,5.39,16.04267937075231,4.490089728323659
NSW,9.92,9.096023315855955,3.863005746298092
NSW,10.49571429,11.89087787507256,2.536501032926864
NSW,12.15,13.00863096959448,2.981488600995286
NSW,16.704,13.18671298743578,2.88958863259795
NSW,1.0,11.91948219643097,2.64551791069973
NSW,8.233333333,13.05283189319249,2.793494506277613
NSW,34.03035714,12.74603751744398,2.580781934698936
NSW,25.787,14.93107598118912,2.774193746878815
NSW,13.32,17.66007271695932,3.029007559742173
NSW,26.904,18.10270065025854,2.626358605722336
NSW,13.91,17.8929380304558,2.643688192295467
NSW,6.048,17.8392067668653,2.722494576471681
NSW,8.14,16.60477584207568,3.328729194153892
NSW,8.134285714,18.5113316318339,5.922028030169206
NSW,2.1,12.34463560159763,3.281520193392697
NSW,5.928,15.39410656731063,2.851833118710414
NSW,4.995,17.8826530752339,3.04397793512419
NSW,30.0,19.77684480724201,2.816833432276882
NSW,98.03181818,19.87999909714359,3.529523856618547
NSW,54.83042553,19.07855021590165,2.685676563523809
NSW,5.7375,21.70676970193405,3.383551844968374
NSW,59.78705882,18.48446293143138,3.553291157925002
NSW,8.32,17.06017764679818,4.823295202384964
NSW,42.53653846,13.17749729697926,5.833349132417227
NSW,53.64,12.51242754466123,3.308504281404648
NSW,27.81,15.56453280811929,2.619989983286535
NSW,41.47944444,16.73918181567817,3.425000009816036
NSW,11.36285714,17.763092463737,2.887476073368934
NSW,5.72,20.24597312178782,3.923382811294808
NSW,5.88,17.52541490615886,3.166721056536773
NSW,4.6125,16.40317137884309,4.217404132344631
NSW,6.075,17.89986635126892,4.727506294084101
NSW,6.6975,19.37558730765348,2.916702662718701
NSW,16.875,18.42244134037387,3.334271808178148
NSW,1.0,20.50088605735334,4.094760604113441
NSW,15.48,20.44637233466675,4.040753094200168
NSW,9.9975,19.33475302202295,2.946718781106049
NSW,6.325,22.66413547095424,3.151203882157531
NSW,2.31,22.34601626877157,2.788045310905146
NSW,1.32,21.44585191311162,2.895752025323796
NSW,5.6,26.3377443538981,5.02593671466322
NSW,1.68,21.91074049282897,3.56014575592806
NSW,1.21,22.01484026401421,4.918919391702266
NSW,1.32,26.00282534223632,4.419680441435147
NSW,1.0,18.13760481540099,5.162875158641478
NSW,2.8,16.50030141358415,2.758819013691383
NSW,2.0,18.25528813808002,2.88027546019142
NSW,26.37136364,18.50470447997109,3.97469300812493
NSW,2.42,20.38590247028134,2.936908144880498
NSW,2.21,23.61964552799024,2.631031043796304
NSW,1.1,23.31030817406043,3.824121099677305
NSW,1.0,23.48929283585459,2.980822544055838
NSW,12.6,16.89992879577767,5.026559115784162
NSW,4.2,17.09012147753353,3.813712280571217
NSW,4.83,22.84781599957733,3.031873018736556
NSW,2.64,25.20101955738289,4.246680187246788
NSW,3.08,17.63838881279569,4.560023513520847
NSW,7.41,18.71335353097219,3.526438089053422
NSW,8.61,24.34530125971338,3.985345751646541
NSW,9.45,27.21762244650112,3.224006559750317
NSW,6.206666667,26.97901638321301,4.757360951489948
NSW,9.066666667,24.99807049476315,3.923924193584038
NSW,4.41,22.42108192009481,3.246169174039763
NSW,14.706,23.07899658733914,3.291956681422782
NSW,27.36,24.48518754089056,3.604713137050092
NSW,20.15,26.91193034292976,4.239851548901505
NSW,6.4,25.78072793369339,4.369809820265528
NSW,17.20125,22.26743870095303,3.556381504870523
NSW,23.31909091,23.13685382955144,3.15387480238697
NSW,3.41,27.19975887987305,3.844447354867183
NSW,2.34,23.45564934788157,3.622383527096799
NSW,5.6,20.27380397493818,5.681758721339982
NSW,14.28,18.82203998047408,4.401162045638267
NSW,6.82,21.42076666526135,3.011256143536673
NSW,23.98,25.52006448232684,2.61011286495251
NSW,5.0,28.66316518383876,3.293895604594428
NSW,5.928,31.7010540205616,5.985392151239751
NSW,15.6,22.82071090845321,4.315345639939351
NSW,65.15558824,22.17485156194279,3.121923833278329
NSW,23.01,24.91334268489552,2.505483700286523
NSW,18.15,29.19193688013217,3.210175094711446
NSW,2.31,28.6542067317328,2.643181802583797
NSW,12.45666667,31.53519180503932,2.883682209050521
NSW,12.90555556,33.81261386621905,4.319638839025012
NSW,78.35434783,30.43566683259999,4.953184740397188
NSW,75.396,26.90651688509755,3.376115323452027
NSW,90.703125,25.73155344905435,4.002907193671268
NSW,20.628,25.27187907896939,3.577704010614165
NSW,32.83882353,25.90960141489372,3.498959049423865
NSW,5.2,26.16685469505397,4.639235355461889
NSW,7.35,26.37863434900789,4.324443370905259
NSW,6.72,27.73790002971375,4.176042377037094
NSW,5.366666667,29.39073217273971,3.403969285483471
NSW,3.36,31.50419150105964,3.528786340536029
NSW,1.92,27.96295873779812,3.413125031946174
NSW,8.2075,27.45112481436912,3.489995318457267
NSW,5.016666667,25.40642409285324,2.962654365524715
NSW,1.0,26.14349559667331,2.461887339352793
NSW,3.96,24.73814633699154,4.622867646878872
NSW,1.0,29.48357051784387,2.830925607560066
NSW,4.42,30.69758557546073,3.329399214122315
NSW,29.754,29.99548116972468,3.490754960828649
NSW,3.203333333,26.50862032775011,4.103366506687904
NSW,3.105,27.44737371985891,3.778383141273422
NSW,1.43,29.12671775805116,3.34520871204711
NSW,5.27,28.69497721352505,3.676340031615009
NSW,10.76625,29.9743508456033,3.111149755240728
NSW,26.25,31.8638392096774,3.813592024807668
NSW,83.545,30.7877050689514,3.917011400808657
NSW,20.9,30.41817008596783,3.716953043064272
NSW,17.38,27.98051041086093,2.820385982758874
NSW,237.0504651,26.28823732757745,5.45552132331175
NSW,66.02322581,22.26029636127458,4.59289871386091
NSW,25.79058824,26.45751799423244,3.652426079587038
NSW,13.64,22.59956130426563,5.063735685164039
NSW,16.16888889,20.72862610972052,3.126691699972482
NSW,7.691666667,22.81147248865677,2.676276312858492
NSW,31.83529412,25.16977213066184,3.249515320277417
NSW,86.60851852,23.71224886382983,3.718096663356647
NSW,19.43333333,25.12616299846891,3.047285080992762
NSW,16.472,25.78665365392478,3.03422720693999
NSW,45.562,26.13471875839062,2.771299539185094
NSW,20.41764706,28.49312268363706,3.075002325254407
NSW,14.05333333,27.65406278260556,2.961267822455893
NSW,2.205,26.37515578357275,3.636877039728322
NSW,12.15,26.25913281951275,3.344422390239135
NSW,23.40214286,26.53659378625908,3.685411400150292
NSW,24.02736842,26.58054262959352,4.039253280959601
NSW,6.48,25.4464603311112,3.075031673518441
NSW,5.28,23.43223128006206,3.836018921894688
NSW,15.96,23.92060386688141,3.165579969919814
NSW,23.14666667,23.85931805774797,4.802095346492204
NSW,16.936,23.37235391142647,3.890408729432156
NSW,4.29,23.32771819653245,3.933618937141655
NSW,1.1,23.4813464666496,2.72078328194621
NSW,9.8,23.77082721674914,3.40868334947015
NSW,20.87857143,22.04439351647645,3.350368018379447
NSW,54.21142857,23.22249824699664,2.24454407491003
NSW,6.613333333,25.26413181689784,2.286183710435326
NSW,34.56,26.43254939686232,2.616493302703949
NSW,30.40526316,27.37391897708074,2.969765758090732
NSW,30.03230769,28.31602343810453,4.235040577282623
NSW,11.232,25.17909553066868,3.522263559524524
NSW,16.68363636,24.53076535696857,2.803058095289227
NSW,17.17916667,24.17827739081553,3.412032693094076
NSW,32.39,20.55625130905233,3.790955659871553
NSW,39.99,20.55246849735896,2.80540012057891
NSW,8.2,21.96073473736111,2.61388658617768
NSW,1.32,23.06650868465693,3.562514630056665
NSW,16.68363636,22.92188770807901,4.11846282311777
NSW,26.65,22.1954379844335,3.547589093505875
NSW,2.47,20.3413557342366,3.136310022865302
NSW,30.94708333,21.60950842750609,3.5542280100052
NSW,137.5842424,21.70038447453823,4.127968036301444
NSW,5.304,20.65392529243439,3.128328601573014
NSW,13.31666667,21.51966917577946,2.230974302838471
NSW,37.01333333,22.05844211670056,2.762026048945017
NSW,17.54909091,21.09881434068062,3.037308926680073
NSW,4.2025,21.23018769037193,2.497863112461923
NSW,55.575,18.49817796324841,4.383834797860708
NSW,13.38181818,14.04060163757968,4.074932800359915
NSW,28.014,14.42572773093088,2.041967038413004
NSW,66.86564516,18.71147327530896,1.965167912878399
NSW,86.43,19.9167614994777,2.683788389423288
NSW,88.44,18.44646353325502,4.95955255305092
NSW,30.63473684,13.36869650363955,4.307178507495334
NSW,26.14777778,14.09728996986668,3.783049644556167
NSW,28.76210526,13.5654019167488,3.508568405152765
NSW,26.94363636,14.58109939080075,2.714272411611277
NSW,107.5633333,17.32349261896681,2.365594939846203
NSW,249.4658571,20.24057131631592,2.910627847007631
NSW,117.5268817,20.54504855252064,2.334827622158029
NSW,3.6,19.49237439126715,2.110310069305019
NSW,1.0,18.49461133245021,3.943221128083918
NSW,12.08666667,12.92145781211227,3.866172055310292
NSW,5.88,13.26919025030989,2.636986067251695
NSW,137.2706349,19.27551175543153,3.317206014977164
NSW,20.76,18.12553663147077,2.5082229983249
NSW,164.6666667,19.9688956302966,3.612472087683304
NSW,156.4285714,15.09797496855844,3.40781326665269
NSW,25.63,11.68088994095889,3.726818554129352
NSW,50.72,10.76213021562001,2.821198880157392
NSW,50.56666667,11.85451902937738,2.891541886488151
NSW,160.92,13.04621795905772,2.670117016044618
NSW,133.764,14.20812496139567,2.617143719558921
NSW,221.3274074,15.07833359001539,2.6360240316651
NSW,414.5981928,16.53285796293517,2.797408948078593
NSW,50.61833333,16.45187054467379,2.647703111126357
NSW,8.96,15.88263505974873,2.287407069328041
NSW,3.1,12.90508558574222,3.780880108944846
NSW,11.1,12.72022261797408,3.36589332740308
NSW,23.5125,13.96986150824992,3.357246440619007
NSW,179.9775,13.32834667467915,2.007305102605969
NSW,84.70626506,13.50870694166793,2.186819494316985
NSW,28.13818182,14.69792327533108,3.516443102526583
NSW,5.0,11.5847985795483,4.665438754123371
NSW,51.51391304,9.18550391260066,2.570235877004538
NSW,91.45333333,11.65363705001954,2.978322423141087
NSW,82.30175439,11.76919756844187,2.713810065133077
NSW,103.4646154,11.25657372083698,2.667076207157789
NSW,124.8564706,10.85390192142642,2.670830440163856
NSW,90.97666667,11.77032573051658,2.71118715842676
NSW,16.016,12.565196787442,2.884062912055737
NSW,201.7496,13.57858231165475,2.664205149749415
NSW,201.6186538,13.98513210944508,2.226241658501061
NSW,175.8918182,14.25205923658731,1.911349145384015
NSW,146.4380952,14.55321383030764,2.018035078479771
NSW,67.80316667,15.56431086022479,2.276465541668656
NSW,87.72,12.40246816874382,2.896610906683984
NSW,25.92916667,10.5810653094294,2.785657523021935
NSW,69.62,8.743191072702654,3.344059281475596
NSW,72.99702128,7.903754713085562,3.115582081833082
NSW,90.6893617,8.58223869447384,2.529637178732036
NSW,60.98756757,8.756001383799509,1.721208658102362
NSW,43.04375,9.78554948596222,1.855501226447985
NSW,22.21333333,9.557390700798043,2.541790602884137
NSW,15.60533333,9.092862537362198,2.643153709763765
NSW,115.7566667,8.049078248939146,2.693219813604173
NSW,76.97904762,7.689460328086716,1.827531137171261
NSW,130.1034783,9.244971355201994,2.254611228284047
NSW,87.26068966,9.67422870832682,2.714882391820526
NSW,12.852,9.190120605530073,4.195579592426046
NSW,12.672,8.533972539475293,3.306455206981379
NSW,17.11,8.39598955970727,2.654846499353599
NSW,16.416,8.437341860210179,2.607371571188425
NSW,61.29910714,9.295071160900704,2.521966322417469
NSW,16.0875,9.591563027888665,2.253895742116591
NSW,179.9373984,11.12823137449036,2.663878044003875
NSW,12.75,13.01947964126591,3.13407101663729
NSW,1.32,6.11124617557341,4.448315965592946
NSW,3.306666667,5.878177623447082,2.591057770918483
NSW,35.50114286,6.563953203194528,2.192893468563198
NSW,46.08,6.306189820804025,2.006639210902615
NSW,77.18461538,6.440090945336963,2.558206287846653
NSW,65.03625,7.233317422688218,2.65172185280656
NSW,77.04666667,7.120743263418647,2.443746548159179
NSW,94.63018868,8.711572071563781,2.321292106308475
NSW,78.525,10.7590792557426,2.556720332388698
NSW,100.76,11.77263836738846,2.553940927330349
NSW,88.985,11.83811171392766,2.641649275857762
NSW,4.0,11.99991849283958,2.303441246385279
NSW,4.42,6.206424645410673,2.052532655005459
NSW,35.952,6.568268014655343,2.032058055032964
NSW,23.6,8.1611903452574,2.792615702786386
NSW,58.05166667,11.5550000244455,3.476261571520991
NSW,1.68,9.874648335254092,3.300318913562952
NSW,1.0,8.451289741524363,2.715597033040754
NSW,18.05375,9.45096748608696,2.044930057439626
NSW,18.7425,9.642336820756698,2.269991073585378
NSW,15.008,8.470154114827038,2.959514334023709
NSW,6.043333333,7.633061643075478,2.648387298161631
NSW,2.0,7.186946111489087,2.160586155144196
NSW,10.35,7.289689547559237,3.085027801442298
NSW,40.28225806,10.68349986544292,4.035385560343602
NSW,13.5125,11.15732781636631,2.978099519545559
NSW,26.73,8.51275611804663,3.382192530559752
NSW,39.14666667,9.127184416868,3.848650383892367
NSW,8.32,11.88063379660754,5.468021437203088
NSW,2.64,9.316798052552636,3.719098930175549
NSW,4.306666667,8.234809425549965,2.970164578459086
NSW,2.75,10.84830959845064,2.552029258766406
NSW,4.8,10.55013148220645,1.98163437012644
NSW,2.0,9.685207127193133,1.58203698105352
NSW,1.1,10.71444169101669,2.778284383677267
NSW,1.68,10.38306416652526,2.991977697757229
NSW,13.5,8.677006097285977,3.304365253889725
NSW,7.44,8.486109870630042,2.010629498797809
NSW,4.18,9.383410770948585,2.268360499695345
NSW,12.41333333,9.620967568007128,2.986779907064347
NSW,13.17333333,8.913186290420828,3.614708040830868
NSW,5.39,9.419152092439155,3.093235921420187
NSW,28.80535714,9.44091076325827,2.715216015937979
NSW,24.86714286,10.61629440810952,2.781757422358671
NSW,31.82666667,11.33681355184056,4.374344785636652
NSW,37.66153846,8.401796681324548,2.590252847103089
NSW,29.38666667,8.887884003581778,1.971017003098801
NSW,9.293333333,9.320787714185249,1.863795012671308
NSW,21.8075,10.39295117940829,2.01298156187891
NSW,14.4,11.57303558671964,2.458545155792775
NSW,44.336,11.08349741018919,2.59687872019086
NSW,27.25130435,14.20045069999082,4.411983677514139
NSW,18.48,12.63367797654028,3.162727345114989
NSW,9.0,10.56544562704199,2.465308689531796
NSW,13.5125,9.641613158027262,2.308444595696872
NSW,17.60294118,11.26750966717011,2.203116994914767
NSW,21.23333333,13.51575942264453,2.868302613602232
NSW,52.63513514,12.34303557078709,3.060132681152882
NSW,25.488,15.04648915202099,3.109144823897607
NSW,21.68833333,14.53027452051299,3.397924621850903
NSW,83.692,10.84030902833457,3.218973071711902
NSW,1.32,11.17992732551909,2.014581626536613
NSW,4.945,12.2856250696265,2.900299053439743
NSW,16.32,12.07202737335554,3.658197658512692
NSW,3.41,14.71760373750838,3.289952265447899
NSW,2.64,15.72216764197944,2.583341397502058
NSW,15.27384615,17.31049791310723,2.684329694258005
NSW,4.646666667,19.65775026598825,3.822897709114814
NSW,20.00727273,11.81660387767699,2.326805591021294
NSW,17.02846154,13.81118318819439,2.461526855852894
NSW,13.76,11.85844770829386,5.541647150968608
NSW,7.7175,11.02909587124027,4.939503921119337
NSW,1.8,11.26414278682152,4.227448536207079
NSW,1.8,10.77765315600375,5.182025206136778
NSW,1.0,10.95732216114983,4.677138482368366
NSW,1.43,12.07297430526068,3.843773449086482
NSW,1.56,12.97827341217992,3.340160990012765
NSW,4.62,14.28298660486597,2.533308984581487
NSW,29.24153846,15.16005894505228,2.206451864579484
NSW,12.52222222,15.93438735298883,2.117083454447692
NSW,19.21,16.30138649075671,2.018592448319412
NSW,5.0,17.07367486016931,2.300210784301481
NSW,11.315,19.29849012520982,3.18687882627221
NSW,28.98521739,20.48361143781083,5.328984486480076
NSW,7.26,16.63470271414349,2.953268341219744
NSW,18.474375,17.27829307422013,3.326081000907179
NSW,36.56625,21.12416610741744,5.196812447630403
NSW,23.75636364,21.17572274902346,4.536749612394019
NSW,61.09375,16.28443984542958,5.577163293395556
NSW,6.46,12.2828175513521,2.774434188744876
NSW,16.89428571,15.49643241197478,2.689807291610869
NSW,15.86666667,16.71823019668098,2.687845097650395
NSW,8.36,17.80850088431211,2.304452448922379
NSW,14.29285714,17.40891472878679,3.511921504759474
NSW,4.305,16.14772105315632,2.740628215381816
NSW,14.64,19.225741118959,2.565007556286791
NSW,13.485,19.45612626633277,3.299528402771643
NSW,4.2,19.10575593665055,3.144740632078507
NSW,4.18,20.58173177683957,3.606329058245023
NSW,32.17586207,17.67960234164317,4.120718082512014
NSW,5.55,16.93593377157746,3.160283629881082
NSW,16.25,19.80268524611237,2.88239604633537
NSW,15.504,16.67840543263211,5.766187925015443
NSW,5.936,14.78146960713927,4.116125664129061
NSW,3.63,17.19177485804572,3.052123965864102
NSW,12.53428571,21.53573197392214,3.826005169663884
NSW,25.23705882,24.91205867600583,4.479444229987725
NSW,25.08,25.17046606599061,3.709497822530136
NSW,17.914,22.24111013194704,4.042455741701697
NSW,3.96,22.28988602659219,3.755488925467279
NSW,10.56,22.16291718493649,2.708894520566924
NSW,3.203333333,14.5807911691185,4.635541856303568
NSW,9.582857143,19.64925281170204,3.055800096856934
NSW,6.3,20.14974292941705,4.174321190446856
